"CubeId";"bopcapbalq"
"PublishingDate";"2020-12-18 09:00"

"Date";"D0";"D1";"Value"
"2005-Q2";"NA";"S1";"5.01063119"
"2005-Q2";"NA";"T8";"-21770.64344028"
"2005-Q2";"NA";"W0";"-18948.38456697"
"2005-Q2";"NA";"BE";"-2822.25887331"
"2005-Q2";"NA";"U";"0"
"2005-Q2";"NP";"T0";"75199.62416236"
"2005-Q2";"NP";"T1";"4898.525"
"2005-Q2";"NP";"B0";"196.1"
"2005-Q2";"NP";"RE";"3122.125"
"2005-Q2";"NP";"K0";"1580.3"
"2005-Q2";"NP";"T2";"3472.29361135"
"2005-Q2";"NP";"T25";"832.45788132"
"2005-Q2";"NP";"KFR";"861.417189"
"2005-Q2";"NP";"LFR";"-28.95930768"
"2005-Q2";"NP";"T3";"2639.83573002"
"2005-Q2";"NP";"A";"-303.130535"
"2005-Q2";"NP";"K1";"2942.96626503"
"2005-Q2";"NP";"T4";"66828.80555101"
"2005-Q2";"NP";"T5";"66272.60555101"
"2005-Q2";"NP";"N0";"239.9294325"
"2005-Q2";"NP";"T55";"66032.67611851"
"2005-Q2";"NP";"VGB";"54783.14273473"
"2005-Q2";"NP";"VGK";"10701.35856091"
"2005-Q2";"NP";"OH0";
"2005-Q2";"NP";"US0";
"2005-Q2";"NP";"T6";"556.2"
"2005-Q2";"NP";"N1";
"2005-Q2";"NP";"OH1";"31.1"
"2005-Q2";"NP";"US1";"525.1"
"2005-Q2";"NP";"UNP";"0"
"2005-Q2";"S";"KD";"9224.8800818"
"2005-Q2";"S";"D0";"11102.25"
"2005-Q2";"S";"P";"4773.11890239"
"2005-Q2";"S";"D2";"771.6"
"2005-Q2";"S";"UI";"14529.95276707"
"2005-Q2";"S";"W1";"-21952.04158766"
"2005-Q3";"NA";"T0";"105114.01236404"
"2005-Q3";"NA";"T1";"25882.975"
"2005-Q3";"NA";"B0";"10343.9"
"2005-Q3";"NA";"RE";"10254.3"
"2005-Q3";"NA";"K0";"5284.775"
"2005-Q3";"NA";"T2";"22317.26963737"
"2005-Q3";"NA";"T25";"18347.71089838"
"2005-Q3";"NA";"KFR";"2796.49256774"
"2005-Q3";"NA";"LFR";"15551.21833064"
"2005-Q3";"NA";"T3";"3969.55873899"
"2005-Q3";"NA";"A";"-3137.47574071"
"2005-Q3";"NA";"K1";"7107.0344797"
"2005-Q3";"NA";"T4";"57228.23076912"
"2005-Q3";"NA";"T5";"57262.54570216"
"2005-Q3";"NA";"N0";"-1074.23294174"
"2005-Q3";"NA";"T55";"52767.2786439"
"2005-Q3";"NA";"FGB";"48450.41769454"
"2005-Q3";"NA";"OH0";
"2005-Q3";"NA";"US0";"5569.5"
"2005-Q3";"NA";"T6";"-34.31493304"
"2005-Q3";"NA";"N1";"-16.67746821"
"2005-Q3";"NA";"T65";"4246.56253518"
"2005-Q3";"NA";"FGK";"4246.56253518"
"2005-Q3";"NA";"OH1";"2.3"
"2005-Q3";"NA";"US1";"-4266.5"
"2005-Q3";"NA";"UNA";"0"
"2005-Q3";"NA";"T7";"-314.46304246"
"2005-Q3";"NA";"G";
"2005-Q3";"NA";"RIWF";"-356.0781436"
"2005-Q3";"NA";"S1";"-5.00273516"
"2005-Q3";"NA";"T8";"46.61783631"
"2005-Q3";"NA";"W0";"2224.02260651"
"2005-Q3";"NA";"BE";"-2177.40477021"
"2005-Q3";"NA";"U";"0"
"2005-Q3";"NP";"T0";"83398.81413522"
"2005-Q3";"NP";"T1";"9371.325"
"2005-Q3";"NP";"B0";"-409.3"
"2005-Q3";"NP";"RE";"5803.925"
"2005-Q3";"NP";"K0";"3976.7"
"2005-Q3";"NP";"T2";"938.05056519"
"2005-Q3";"NP";"T25";"433.41640041"
"2005-Q3";"NP";"KFR";"1030.26775701"
"2005-Q3";"NP";"LFR";"-596.8513566"
"2005-Q3";"NP";"T3";"504.63416478"
"2005-Q3";"NP";"A";"-1898.3646487"
"2005-Q3";"NP";"K1";"2402.99881348"
"2005-Q3";"NP";"T4";"73089.43857003"
"2005-Q3";"NP";"T5";"68112.63857003"
"2005-Q3";"NP";"N0";"84.9894325"
"2005-Q3";"NP";"T55";"68027.64913753"
"2005-Q3";"NP";"VGB";"75005.94070534"
"2005-Q3";"NP";"VGK";"-6944.94559208"
"2005-Q3";"NP";"OH0";
"2005-Q3";"NP";"US0";
"2005-Q3";"NP";"T6";"4976.8"
"2005-Q3";"NP";"N1";
"2005-Q3";"NP";"OH1";"4.9"
"2005-Q3";"NP";"US1";"4971.9"
"2005-Q3";"NP";"UNP";"0"
"2005-Q3";"S";"KD";"22795.19822882"
"2005-Q3";"S";"D0";"16511.65"
"2005-Q3";"S";"P";"21379.21907218"
"2005-Q3";"S";"D2";"1080"
"2005-Q3";"S";"UI";"-15861.2078009"
"2005-Q3";"S";"W1";"-314.46304246"
"2005-Q4";"NA";"T0";"-13147.25118824"
"2005-Q4";"NA";"T1";"15088.575"
"2005-Q4";"NA";"B0";"4168.3"
"2005-Q4";"NA";"RE";"10254.3"
"2005-Q4";"NA";"K0";"665.975"
"2005-Q4";"NA";"T2";"15116.78727347"
"2005-Q4";"NA";"T25";"9363.20138265"
"2005-Q4";"NA";"KFR";"796.03139136"
"2005-Q4";"NA";"LFR";"8567.16999129"
"2005-Q4";"NA";"T3";"5753.58589082"
"2005-Q4";"NA";"A";"-1378.61460097"
"2005-Q4";"NA";"K1";"7132.20049179"
"2005-Q4";"NA";"T4";"-43386.31727999"
"2005-Q4";"NA";"T5";"-47652.16028945"
"2005-Q4";"NA";"N0";"4105.42519613"
"2005-Q4";"NA";"T55";"-46917.61963065"
"2005-Q4";"NA";"FGB";"-50701.52466035"
"2005-Q4";"NA";"OH0";
"2005-Q4";"NA";"US0";"-4839.96585493"
"2005-Q4";"NA";"T6";"4261.34300946"
"2005-Q4";"NA";"N1";"-10.90285157"
"2005-Q4";"NA";"T65";"730.54586103"
"2005-Q4";"NA";"FGK";"730.54586103"
"2005-Q4";"NA";"OH1";"-18.6"
"2005-Q4";"NA";"US1";"3560.3"
"2005-Q4";"NA";"UNA";"4.5"
"2005-Q4";"NA";"T7";"33.70381829"
"2005-Q4";"NA";"G";
"2005-Q4";"NA";"RIWF";"-464.9635839"
"2005-Q4";"NA";"S1";"73.67863769"
"2005-Q4";"NA";"T8";"424.9887645"
"2005-Q4";"NA";"W0";"465.19856112"
"2005-Q4";"NA";"BE";"-40.20979662"
"2005-Q4";"NA";"U";"0"
"2005-Q4";"NP";"T0";"-57711.66561686"
"2005-Q4";"NP";"T1";"-3689.975"
"2005-Q4";"NP";"B0";"2268.1"
"2005-Q4";"NP";"RE";"-3773.575"
"2005-Q4";"NP";"K0";"-2184.5"
"2005-Q4";"NP";"T2";"3382.13958642"
"2005-Q4";"NP";"T25";"150.10274856"
"2005-Q4";"NP";"KFR";"1071.584392"
"2005-Q4";"NP";"LFR";"-921.48164344"
"2005-Q4";"NP";"T3";"3232.03683785"
"2005-Q4";"NP";"A";"1417.54320256"
"2005-Q4";"NP";"K1";"1814.49363529"
"2005-Q4";"NP";"T4";"-57403.83020327"
"2005-Q4";"NP";"T5";"-59684.43020327"
"2005-Q4";"NP";"N0";"461.66143846"
"2005-Q4";"NP";"T55";"-59355.13104166"
"2005-Q4";"NP";"VGB";"-54702.30968003"
"2005-Q4";"NP";"VGK";"-4598.76024362"
"2005-Q4";"NP";"OH0";
"2005-Q4";"NP";"US0";"-790.96060008"
"2005-Q4";"NP";"T6";"2280.6"
"2005-Q4";"NP";"N1";
"2005-Q4";"NP";"OH1";"97.1"
"2005-Q4";"NP";"US1";"2183.5"
"2005-Q4";"NP";"UNP";"0"
"2005-Q4";"S";"KD";"45609.31442862"
"2005-Q4";"S";"D0";"18778.55"
"2005-Q4";"S";"P";"11734.64768705"
"2005-Q4";"S";"D2";"1044.9"
"2005-Q4";"S";"UI";"14017.51292329"
"2005-Q4";"S";"W1";"33.70381829"
"2006-Q1";"NA";"T0";"136709.58789912"
"2006-Q1";"NA";"T1";"29708.92891758"
"2006-Q1";"NA";"B0";"20921.80391758"
"2006-Q1";"NA";"RE";"7308.3"
"2006-Q1";"NA";"K0";"1478.825"
"2006-Q1";"NA";"T2";"38374.29369064"
"2006-Q1";"NA";"T25";"33496.55916029"
"2006-Q1";"NA";"KFR";"14032.84752946"
"2006-Q1";"NA";"LFR";"19463.71163083"
"2006-Q1";"NA";"T3";"4877.73453035"
"2006-Q1";"NA";"A";"-4591.05357091"
"2006-Q1";"NA";"K1";"9468.78810125"
"2006-Q1";"NA";"T4";"69722.43572594"
"2006-Q1";"NA";"T5";"61014.74624485"
"2006-Q1";"NA";"N0";"206.71022114"
"2006-Q1";"NA";"T55";"65855.00315681"
"2006-Q1";"NA";"FGB";"62603.24432354"
"2006-Q1";"NA";"OH0";"-356.5"
"2006-Q1";"NA";"US0";"-4690.46713311"
"2006-Q1";"NA";"T6";"8707.68948109"
"2006-Q1";"NA";"N1";"-76.31885184"
"2006-Q1";"NA";"T65";"7050.40833293"
"2006-Q1";"NA";"FGK";"7050.40833293"
"2006-Q1";"NA";"OH1";"11.1"
"2006-Q1";"NA";"US1";"1722.5"
"2006-Q1";"NA";"UNA";"0"
"2006-Q1";"NA";"T7";"-1096.07043503"
"2006-Q1";"NA";"G";
"2006-Q1";"NA";"RIWF";"-348.42169359"
"2006-Q1";"NA";"S1";"-67.91500931"
"2006-Q1";"NA";"T8";"-713.47224991"
"2006-Q1";"NA";"W0";"-30.38256503"
"2006-Q1";"NA";"BE";"-683.08968488"
"2006-Q1";"NA";"U";"33.73851778"
"2006-Q1";"NP";"T0";"124976.8434016"
"2006-Q1";"NP";"T1";"10677.1"
"2006-Q1";"NP";"B0";"3661.7"
"2006-Q1";"NP";"RE";"3948.975"
"2006-Q1";"NP";"K0";"3066.425"
"2006-Q1";"NP";"T2";"-700.33918255"
"2006-Q1";"NP";"T25";"-1345.84161187"
"2006-Q1";"NP";"KFR";"315.027687"
"2006-Q1";"NP";"LFR";"-1660.86929887"
"2006-Q1";"NP";"T3";"645.50242932"
"2006-Q1";"NP";"A";"-1834.04991654"
"2006-Q1";"NP";"K1";"2479.55234587"
"2006-Q1";"NP";"T4";"115000.08258415"
"2006-Q1";"NP";"T5";"111206.18258415"
"2006-Q1";"NP";"N0";"-288.4341964"
"2006-Q1";"NP";"T55";"111068.42338559"
"2006-Q1";"NP";"VGB";"106331.90407542"
"2006-Q1";"NP";"VGK";"4590.68505256"
"2006-Q1";"NP";"OH0";
"2006-Q1";"NP";"US0";"426.19339496"
"2006-Q1";"NP";"T6";"3793.9"
"2006-Q1";"NP";"N1";
"2006-Q1";"NP";"OH1";"26.3"
"2006-Q1";"NP";"US1";"3767.6"
"2006-Q1";"NP";"UNP";"0"
"2006-Q1";"S";"KD";"12221.14449752"
"2006-Q1";"S";"D0";"19031.82891758"
"2006-Q1";"S";"P";"39074.63287319"
"2006-Q1";"S";"D2";"488.4"
"2006-Q1";"S";"UI";"-45277.64685821"
"2006-Q1";"S";"W1";"-1096.07043503"
"2006-Q2";"NA";"T0";"44962.10401873"
"2006-Q2";"NA";"T1";"19607.46844683"
"2006-Q2";"NA";"B0";"8114.64344683"
"2006-Q2";"NA";"RE";"7308.3"
"2006-Q2";"NA";"K0";"4184.525"
"2006-Q2";"NA";"T2";"8818.80484604"
"2006-Q2";"NA";"T25";"2451.41426336"
"2006-Q2";"NA";"KFR";"-5341.095901"
"2006-Q2";"NA";"LFR";"7792.51016436"
"2006-Q2";"NA";"T3";"6367.39058267"
"2006-Q2";"NA";"A";"291.85235719"
"2006-Q2";"NA";"K1";"6075.53822548"
"2006-Q2";"NA";"T4";"16364.39078331"
"2006-Q2";"NA";"T5";"6823.48886084"
"2006-Q2";"NA";"N0";"-5474.88791345"
"2006-Q2";"NA";"T55";"14358.96570666"
"2006-Q2";"NA";"FGB";"9964.0089806"
"2006-Q2";"NA";"OH0";"-356.5"
"2006-Q2";"NA";"US0";"-1704.08893237"
"2006-Q2";"NA";"T6";"9540.90192248"
"2006-Q2";"NA";"N1";"8.1997073"
"2006-Q2";"NA";"T65";"2727.40221518"
"2006-Q2";"NA";"FGK";"2727.40221518"
"2006-Q2";"NA";"OH1";"1.4"
"2006-Q2";"NA";"US1";"6803.9"
"2006-Q2";"NA";"UNA";"0"
"2006-Q2";"NA";"T7";"171.43994255"
"2006-Q2";"NA";"G";
"2006-Q2";"NA";"RIWF";"12.24935937"
"2006-Q2";"NA";"S1";"27.20339679"
"2006-Q2";"NA";"T8";"42.62021885"
"2006-Q2";"NA";"W0";"-302.3704165"
"2006-Q2";"NA";"BE";"344.99063535"
"2006-Q2";"NA";"U";"89.36696755"
"2006-Q2";"NP";"T0";"25930.06449079"
"2006-Q2";"NP";"T1";"10916.7"
"2006-Q2";"NP";"B0";"3028.7"
"2006-Q2";"NP";"RE";"2162.275"
"2006-Q2";"NP";"K0";"5725.725"
"2006-Q2";"NP";"T2";"771.6934069"
"2006-Q2";"NP";"T25";"1204.32445272"
"2006-Q2";"NP";"KFR";"-102.190652"
"2006-Q2";"NP";"LFR";"1306.51510472"
"2006-Q2";"NP";"T3";"-432.63104581"
"2006-Q2";"NP";"A";"-3001.43083493"
"2006-Q2";"NP";"K1";"2568.79978911"
"2006-Q2";"NP";"T4";"14241.67108388"
"2006-Q2";"NP";"T5";"11840.67108388"
"2006-Q2";"NP";"N0";"107.35540798"
"2006-Q2";"NP";"T55";"12010.48432825"
"2006-Q2";"NP";"VGB";"8387.53376386"
"2006-Q2";"NP";"VGK";"2904.49108022"
"2006-Q2";"NP";"OH0";
"2006-Q2";"NP";"US0";"-277.16865235"
"2006-Q2";"NP";"T6";"2401"
"2006-Q2";"NP";"N1";
"2006-Q2";"NP";"OH1";"-128.3"
"2006-Q2";"NP";"US1";"2529.3"
"2006-Q2";"NP";"UNP";"0"
"2006-Q2";"S";"KD";"17966.63952794"
"2006-Q2";"S";"D0";"8690.76844683"
"2006-Q2";"S";"P";"8047.11143913"
"2006-Q2";"S";"D2";"-1065.4"
"2006-Q2";"S";"UI";"2122.71969943"
"2006-Q2";"S";"W1";"171.43994255"
"2006-Q3";"NA";"T0";"52858.28671177"
"2006-Q3";"NA";"T1";"42260.5469462"
"2006-Q3";"NA";"B0";"12428.8219462"
"2006-Q3";"NA";"RE";"7308.3"
"2006-Q3";"NA";"K0";"22523.425"
"2006-Q3";"NA";"T2";"-3573.23036972"
"2006-Q3";"NA";"T25";"-4701.71458318"
"2006-Q3";"NA";"KFR";"-9359.95038855"
"2006-Q3";"NA";"LFR";"4658.23580537"
"2006-Q3";"NA";"T3";"1128.48421346"
"2006-Q3";"NA";"A";"-3047.1182441"
"2006-Q3";"NA";"K1";"4175.60245757"
"2006-Q3";"NA";"T4";"13933.02905004"
"2006-Q3";"NA";"T5";"17891.5438586"
"2006-Q3";"NA";"N0";"1231.18164958"
"2006-Q3";"NA";"T55";"16025.55464911"
"2006-Q3";"NA";"FGB";"8030.47658108"
"2006-Q3";"NA";"OH0";"-356.5"
"2006-Q3";"NA";"US0";"991.30755991"
"2006-Q3";"NA";"T6";"-3958.51480856"
"2006-Q3";"NA";"N1";"-1.16653125"
"2006-Q3";"NA";"T65";"7999.75172269"
"2006-Q3";"NA";"FGK";"7999.75172269"
"2006-Q3";"NA";"OH1";"-2.4"
"2006-Q3";"NA";"US1";"-11954.7"
"2006-Q3";"NA";"UNA";"0"
"2006-Q3";"NA";"T7";"237.94108525"
"2006-Q3";"NA";"G";
"2006-Q3";"NA";"RIWF";"4.43498648"
"2006-Q3";"NA";"S1";"138.62516633"
"2006-Q3";"NA";"T8";"171.96063973"
"2006-Q3";"NA";"W0";"-165.56689786"
"2006-Q3";"NA";"BE";"337.52753759"
"2006-Q3";"NA";"U";"-77.07970729"
"2006-Q3";"NP";"T0";"30156.84441251"
"2006-Q3";"NP";"T1";"9085.4"
"2006-Q3";"NP";"B0";"3643.3"
"2006-Q3";"NP";"RE";"5480.575"
"2006-Q3";"NP";"K0";"-38.475"
"2006-Q3";"NP";"T2";"-543.96908887"
"2006-Q3";"NP";"T25";"54.20826712"
"2006-Q3";"NP";"KFR";"221.667717"
"2006-Q3";"NP";"LFR";"-167.45944988"
"2006-Q3";"NP";"T3";"-598.17735599"
"2006-Q3";"NP";"A";"-1988.68576626"
"2006-Q3";"NP";"K1";"1390.50841027"
"2006-Q3";"NP";"T4";"21615.41350139"
"2006-Q3";"NP";"T5";"13045.51350139"
"2006-Q3";"NP";"N0";"169.87771924"
"2006-Q3";"NP";"T55";"12606.88568903"
"2006-Q3";"NP";"VGB";"20040.2359283"
"2006-Q3";"NP";"VGK";"-7626.8690938"
"2006-Q3";"NP";"OH0";
"2006-Q3";"NP";"US0";"268.75009312"
"2006-Q3";"NP";"T6";"8569.9"
"2006-Q3";"NP";"N1";
"2006-Q3";"NP";"OH1";"4.9"
"2006-Q3";"NP";"US1";"8565"
"2006-Q3";"NP";"UNP";"0"
"2006-Q3";"S";"KD";"23697.34229926"
"2006-Q3";"S";"D0";"33175.1469462"
"2006-Q3";"S";"P";"-3029.26128085"
"2006-Q3";"S";"D2";"995.9"
"2006-Q3";"S";"UI";"-7682.38445135"
"2006-Q3";"S";"W1";"237.94108525"
"2006-Q4";"NA";"T0";"562.15317967"
"2006-Q4";"NA";"T1";"15466.60170688"
"2006-Q4";"NA";"B0";"22062.97670688"
"2006-Q4";"NA";"RE";"4499.4"
"2006-Q4";"NA";"K0";"-11095.775"
"2006-Q4";"NA";"T2";"19146.34071568"
"2006-Q4";"NA";"T25";"18874.91192732"
"2006-Q4";"NA";"KFR";"3611.30422859"
"2006-Q4";"NA";"LFR";"15263.60769874"
"2006-Q4";"NA";"T3";"271.42878836"
"2006-Q4";"NA";"A";"-2956.46304201"
"2006-Q4";"NA";"K1";"3227.89183037"
"2006-Q4";"NA";"T4";"-35130.47822492"
"2006-Q4";"NA";"T5";"-38596.04040477"
"2006-Q4";"NA";"N0";"3282.13666167"
"2006-Q4";"NA";"T55";"-45723.8289084"
"2006-Q4";"NA";"FGB";"-54820.80204796"
"2006-Q4";"NA";"OH0";"1263.5"
"2006-Q4";"NA";"US0";"2582.15184196"
"2006-Q4";"NA";"T6";"3514.76217985"
"2006-Q4";"NA";"N1";"40.35894356"
"2006-Q4";"NA";"T65";"1045.60323628"
"2006-Q4";"NA";"FGK";"1045.60323628"
"2006-Q4";"NA";"OH1";"-2.6"
"2006-Q4";"NA";"US1";"2431.4"
"2006-Q4";"NA";"UNA";"-49.2"
"2006-Q4";"NA";"T7";"1079.68898203"
"2006-Q4";"NA";"G";
"2006-Q4";"NA";"RIWF";"-169.57732874"
"2006-Q4";"NA";"S1";"150.73782686"
"2006-Q4";"NA";"T8";"1142.47451949"
"2006-Q4";"NA";"W0";"958.02995988"
"2006-Q4";"NA";"BE";"184.44455961"
"2006-Q4";"NA";"U";"-43.94603558"
"2006-Q4";"NP";"T0";"-33848.2585283"
"2006-Q4";"NP";"T1";"36360.3"
"2006-Q4";"NP";"B0";"26179.3"
"2006-Q4";"NP";"RE";"4586.175"
"2006-Q4";"NP";"K0";"5594.825"
"2006-Q4";"NP";"T2";"4687.53668743"
"2006-Q4";"NP";"T25";"3612.00506734"
"2006-Q4";"NP";"KFR";"-100.3046105"
"2006-Q4";"NP";"LFR";"3712.30967784"
"2006-Q4";"NP";"T3";"1075.53162009"
"2006-Q4";"NP";"A";"1275.08092468"
"2006-Q4";"NP";"K1";"-199.54930459"
"2006-Q4";"NP";"T4";"-74896.09521573"
"2006-Q4";"NP";"T5";"-72519.99521573"
"2006-Q4";"NP";"N0";"77.22766877"
"2006-Q4";"NP";"T55";"-72532.15531544"
"2006-Q4";"NP";"VGB";"-76962.75765276"
"2006-Q4";"NP";"VGK";"3117.68627339"
"2006-Q4";"NP";"OH0";
"2006-Q4";"NP";"US0";"-65.06756906"
"2006-Q4";"NP";"T6";"-2376.1"
"2006-Q4";"NP";"N1";
"2006-Q4";"NP";"OH1";"615.4"
"2006-Q4";"NP";"US1";"-2991.5"
"2006-Q4";"NP";"UNP";"0"
"2006-Q4";"S";"KD";"34943.21170796"
"2006-Q4";"S";"D0";"-20893.69829312"
"2006-Q4";"S";"P";"14458.80402825"
"2006-Q4";"S";"D2";"532.8"
"2006-Q4";"S";"UI";"39765.61699081"
"2006-Q4";"S";"W1";"1079.68898203"
"2007-Q1";"NA";"T0";"311923.43365955"
"2007-Q1";"NA";"T1";"27753.255"
"2007-Q1";"NA";"B0";"20562.205"
"2007-Q1";"NA";"RE";"1562.55"
"2007-Q1";"NA";"K0";"5628.5"
"2007-Q1";"NA";"T2";"24877.29664677"
"2007-Q1";"NA";"T25";"19560.88748773"
"2007-Q1";"NA";"KFR";"1486.0794052"
"2007-Q1";"NA";"LFR";"18074.80808253"
"2007-Q1";"NA";"T3";"5316.40915903"
"2007-Q1";"NA";"A";"535.0306164"
"2007-Q1";"NA";"K1";"4781.37854264"
"2007-Q1";"NA";"T4";"260076.34336878"
"2007-Q1";"NA";"T5";"231272.59787538"
"2007-Q1";"NA";"N0";"-1547.45123167"
"2007-Q1";"NA";"T55";"225215.69775505"
"2007-Q1";"NA";"FGB";"223108.49184682"
"2007-Q1";"NA";"OH0";"-1540"
"2007-Q1";"NA";"US0";"9144.351352"
"2007-Q1";"NA";"T6";"28316.1454934"
"2007-Q1";"NA";"N1";"1.74988024"
"2007-Q1";"NA";"T65";"7976.69561316"
"2007-Q1";"NA";"FGK";"7976.69561316"
"2007-Q1";"NA";"OH1";"-0.5"
"2007-Q1";"NA";"US1";"20338.2"
"2007-Q1";"NA";"UNA";"487.6"
"2007-Q1";"NA";"T7";"-783.46135599"
"2007-Q1";"NA";"G";
"2007-Q1";"NA";"RIWF";"0.07841546"
"2007-Q1";"NA";"S1";"20.46289147"
"2007-Q1";"NA";"T8";"-815.99963519"
"2007-Q1";"NA";"W0";"-275.00467742"
"2007-Q1";"NA";"BE";"-540.99495777"
"2007-Q1";"NA";"U";"11.99697226"
"2007-Q1";"NP";"T0";"290207.92890151"
"2007-Q1";"NP";"T1";"13272.625"
"2007-Q1";"NP";"B0";"4624.825"
"2007-Q1";"NP";"RE";"7668.375"
"2007-Q1";"NP";"K0";"979.425"
"2007-Q1";"NP";"T2";"-1719.91978955"
"2007-Q1";"NP";"T25";"1429.51482234"
"2007-Q1";"NP";"KFR";"829.53626037"
"2007-Q1";"NP";"LFR";"599.97856197"
"2007-Q1";"NP";"T3";"-3149.4346119"
"2007-Q1";"NP";"A";"-4689.31905556"
"2007-Q1";"NP";"K1";"1539.88444366"
"2007-Q1";"NP";"T4";"278655.22369107"
"2007-Q1";"NP";"T5";"250696.52369107"
"2007-Q1";"NP";"N0";"82.54321733"
"2007-Q1";"NP";"T55";"250136.26629708"
"2007-Q1";"NP";"VGB";"251202.9194493"
"2007-Q1";"NP";"VGK";"-878.93905067"
"2007-Q1";"NP";"OH0";
"2007-Q1";"NP";"US0";"477.71417666"
"2007-Q1";"NP";"T6";"27958.7"
"2007-Q1";"NP";"N1";
"2007-Q1";"NP";"OH1";"14"
"2007-Q1";"NP";"US1";"27944.7"
"2007-Q1";"NP";"UNP";"0"
"2007-Q1";"S";"KD";"22251.50475804"
"2007-Q1";"S";"D0";"14480.63"
"2007-Q1";"S";"P";"26597.21643632"
"2007-Q1";"S";"D2";"536"
"2007-Q1";"S";"UI";"-18578.88032229"
"2007-Q1";"S";"W1";"-783.46135599"
"2007-Q2";"NA";"T0";"12489.04333982"
"2007-Q2";"NA";"T1";"13870.035"
"2007-Q2";"NA";"B0";"2353.985"
"2007-Q2";"NA";"RE";"1562.55"
"2007-Q2";"NA";"K0";"9953.5"
"2007-Q2";"NA";"T2";"24128.73627037"
"2007-Q2";"NA";"T25";"19732.11156183"
"2007-Q2";"NA";"KFR";"7044.51515462"
"2007-Q2";"NA";"LFR";"12687.59640721"
"2007-Q2";"NA";"T3";"4396.62470853"
"2007-Q2";"NA";"A";"166.41199922"
"2007-Q2";"NA";"K1";"4230.21270932"
"2007-Q2";"NA";"T4";"-25368.59018122"
"2007-Q2";"NA";"T5";"-54251.32488797"
"2007-Q2";"NA";"N0";"3583.85606951"
"2007-Q2";"NA";"T55";"-63969.4070447"
"2007-Q2";"NA";"FGB";"-75991.05305994"
"2007-Q2";"NA";"OH0";"2178"
"2007-Q2";"NA";"US0";"3956.22608722"
"2007-Q2";"NA";"T6";"28869.73470676"
"2007-Q2";"NA";"N1";"-0.01998529"
"2007-Q2";"NA";"T65";"16222.15469205"
"2007-Q2";"NA";"FGK";"16222.15469205"
"2007-Q2";"NA";"OH1";"0"
"2007-Q2";"NA";"US1";"12647.6"
"2007-Q2";"NA";"UNA";"13"
"2007-Q2";"NA";"T7";"-141.13774933"
"2007-Q2";"NA";"G";
"2007-Q2";"NA";"RIWF";"-101.42242106"
"2007-Q2";"NA";"S1";"94.51266292"
"2007-Q2";"NA";"T8";"-90.32149556"
"2007-Q2";"NA";"W0";"99.68343269"
"2007-Q2";"NA";"BE";"-190.00492826"
"2007-Q2";"NA";"U";"-43.90649563"
"2007-Q2";"NP";"T0";"-6128.25444156"
"2007-Q2";"NP";"T1";"21744.325"
"2007-Q2";"NP";"B0";"4609.125"
"2007-Q2";"NP";"RE";"10969.775"
"2007-Q2";"NP";"K0";"6165.425"
"2007-Q2";"NP";"T2";"697.9975919"
"2007-Q2";"NP";"T25";"-2502.00262761"
"2007-Q2";"NP";"KFR";"323.55436928"
"2007-Q2";"NP";"LFR";"-2825.55699689"
"2007-Q2";"NP";"T3";"3200.00021951"
"2007-Q2";"NP";"A";"1766.11282909"
"2007-Q2";"NP";"K1";"1433.88739042"
"2007-Q2";"NP";"T4";"-28570.57703346"
"2007-Q2";"NP";"T5";"-41631.97703346"
"2007-Q2";"NP";"N0";"392.61975789"
"2007-Q2";"NP";"T55";"-41818.90551011"
"2007-Q2";"NP";"VGB";"-51696.28357632"
"2007-Q2";"NP";"VGK";"7172.23643094"
"2007-Q2";"NP";"OH0";
"2007-Q2";"NP";"US0";"-205.69128124"
"2007-Q2";"NP";"T6";"13061.4"
"2007-Q2";"NP";"N1";
"2007-Q2";"NP";"OH1";"155"
"2007-Q2";"NP";"US1";"12906.4"
"2007-Q2";"NP";"UNP";"0"
"2007-Q2";"S";"KD";"18865.29778138"
"2007-Q2";"S";"D0";"-7874.29"
"2007-Q2";"S";"P";"23430.73867847"
"2007-Q2";"S";"D2";"248"
"2007-Q2";"S";"UI";"3201.98685224"
"2007-Q2";"S";"W1";"-141.13774933"
"2007-Q3";"NA";"T0";"10387.77070567"
"2007-Q3";"NA";"T1";"13479.57878507"
"2007-Q3";"NA";"B0";"7109.22878507"
"2007-Q3";"NA";"RE";"1562.55"
"2007-Q3";"NA";"K0";"4807.8"
"2007-Q3";"NA";"T2";"1631.9428317"
"2007-Q3";"NA";"T25";"-3998.79415288"
"2007-Q3";"NA";"KFR";"-8074.01062447"
"2007-Q3";"NA";"LFR";"4075.21647159"
"2007-Q3";"NA";"T3";"5630.73698458"
"2007-Q3";"NA";"A";"2612.56445737"
"2007-Q3";"NA";"K1";"3018.17252722"
"2007-Q3";"NA";"T4";"-8114.00915944"
"2007-Q3";"NA";"T5";"-30942.51316126"
"2007-Q3";"NA";"N0";"-5000.097395"
"2007-Q3";"NA";"T55";"-23650.98633884"
"2007-Q3";"NA";"FGB";"-29438.03657265"
"2007-Q3";"NA";"OH0";"1100"
"2007-Q3";"NA";"US0";"-3391.42942743"
"2007-Q3";"NA";"T6";"22818.50400183"
"2007-Q3";"NA";"N1";"6.42936216"
"2007-Q3";"NA";"T65";"15356.57463967"
"2007-Q3";"NA";"FGK";"15356.57463967"
"2007-Q3";"NA";"OH1";"0"
"2007-Q3";"NA";"US1";"7455.5"
