"CubeId";"bopcapbalq"
"PublishingDate";"2020-12-18 09:00"

"Date";"D0";"D1";"Value"
"2010-Q3";"NA";"T55";"-10080.1961818"
"2010-Q3";"NA";"FGB";"-11439.6978994"
"2010-Q3";"NA";"OH0";"-499.4"
"2010-Q3";"NA";"US0";"2058.48163889"
"2010-Q3";"NA";"T6";"1171.20433254"
"2010-Q3";"NA";"N1";"-0.82985717"
"2010-Q3";"NA";"T65";"4404.33418971"
"2010-Q3";"NA";"FGK";"4404.33418971"
"2010-Q3";"NA";"OH1";"4.6"
"2010-Q3";"NA";"US1";"-3236.9"
"2010-Q3";"NA";"UNA";"-1.1"
"2010-Q3";"NA";"T7";"-5007.53159186"
"2010-Q3";"NA";"G";
"2010-Q3";"NA";"RIWF";"44.12029213"
"2010-Q3";"NA";"S1";"-3.10400861"
"2010-Q3";"NA";"T8";"-4872.80861657"
"2010-Q3";"NA";"W0";"-1044.09166731"
"2010-Q3";"NA";"BE";"-3828.71694926"
"2010-Q3";"NA";"U";"-175.73925881"
"2010-Q3";"NP";"T0";"-14977.85149529"
"2010-Q3";"NP";"T1";"6365.66203555"
"2010-Q3";"NP";"B0";"2188.22937201"
"2010-Q3";"NP";"RE";"2630.93266354"
"2010-Q3";"NP";"K0";"1546.5"
"2010-Q3";"NP";"T2";"14322.853"
"2010-Q3";"NP";"T25";"13872.853"
"2010-Q3";"NP";"KFR";"15098.353"
"2010-Q3";"NP";"LFR";"-1225.5"
"2010-Q3";"NP";"T3";"450"
"2010-Q3";"NP";"A";"-756"
"2010-Q3";"NP";"K1";"1206"
"2010-Q3";"NP";"T4";"-35666.36653084"
"2010-Q3";"NP";"T5";"-29597.74048154"
"2010-Q3";"NP";"N0";"-3196.91314285"
"2010-Q3";"NP";"T55";"-26823.44093191"
"2010-Q3";"NP";"VGB";"-28040.51060872"
"2010-Q3";"NP";"VGK";"1226.70977701"
"2010-Q3";"NP";"OH0";
"2010-Q3";"NP";"US0";"422.61359322"
"2010-Q3";"NP";"T6";"-6075.1"
"2010-Q3";"NP";"N1";
"2010-Q3";"NP";"OH1";"9.4"
"2010-Q3";"NP";"US1";"-6084.5"
"2010-Q3";"NP";"UNP";"6.4739507"
"2010-Q3";"S";"KD";"32713.63570853"
"2010-Q3";"S";"D0";"17779.96058612"
"2010-Q3";"S";"P";"-7808.08964193"
"2010-Q3";"S";"D2";"-207.1"
"2010-Q3";"S";"UI";"27956.3963562"
"2010-Q3";"S";"W1";"-5007.53159186"
"2010-Q4";"NA";"T0";"50593.14057134"
"2010-Q4";"NA";"T1";"21354.8576754"
"2010-Q4";"NA";"B0";"-943.67421987"
"2010-Q4";"NA";"RE";"9840.85689527"
"2010-Q4";"NA";"K0";"12457.675"
"2010-Q4";"NA";"T2";"-12226.89063929"
"2010-Q4";"NA";"T25";"-15462.29063929"
"2010-Q4";"NA";"KFR";"-9315.13899584"
"2010-Q4";"NA";"LFR";"-6147.15164344"
"2010-Q4";"NA";"T3";"3235.4"
"2010-Q4";"NA";"A";"2234.4"
"2010-Q4";"NA";"K1";"1001"
"2010-Q4";"NA";"T4";"41455.05334655"
"2010-Q4";"NA";"T5";"28764.7362069"
"2010-Q4";"NA";"N0";"-271.39928797"
"2010-Q4";"NA";"T55";"21567.17602513"
"2010-Q4";"NA";"FGB";"19893.36352846"
"2010-Q4";"NA";"OH0";"-2.6"
"2010-Q4";"NA";"US0";"7471.55946974"
"2010-Q4";"NA";"T6";"12567.81713965"
"2010-Q4";"NA";"N1";"-19.85456969"
"2010-Q4";"NA";"T65";"1311.67170934"
"2010-Q4";"NA";"FGK";"1311.67170934"
"2010-Q4";"NA";"OH1";"-5.1"
"2010-Q4";"NA";"US1";"11281.1"
"2010-Q4";"NA";"UNA";"122.5"
"2010-Q4";"NA";"T7";"10.12018868"
"2010-Q4";"NA";"G";
"2010-Q4";"NA";"RIWF";"-1.41780445"
"2010-Q4";"NA";"S1";"-208.6610349"
"2010-Q4";"NA";"T8";"229.06717317"
"2010-Q4";"NA";"W0";"420.53003672"
"2010-Q4";"NA";"BE";"-191.46286356"
"2010-Q4";"NA";"U";"-8.86814514"
"2010-Q4";"NP";"T0";"29557.37919978"
"2010-Q4";"NP";"T1";"5135.36203555"
"2010-Q4";"NP";"B0";"3338.62937201"
"2010-Q4";"NP";"RE";"2058.63266354"
"2010-Q4";"NP";"K0";"-261.9"
"2010-Q4";"NP";"T2";"5382.407"
"2010-Q4";"NP";"T25";"9495.407"
"2010-Q4";"NP";"KFR";"8428.007"
"2010-Q4";"NP";"LFR";"1067.4"
"2010-Q4";"NP";"T3";"-4113"
"2010-Q4";"NP";"A";"-3128"
"2010-Q4";"NP";"K1";"-985"
"2010-Q4";"NP";"T4";"19039.61016423"
"2010-Q4";"NP";"T5";"7744.30199459"
"2010-Q4";"NP";"N0";"-5887.26273863"
"2010-Q4";"NP";"T55";"14017.24431455"
"2010-Q4";"NP";"VGB";"20292.09592284"
"2010-Q4";"NP";"VGK";"-6276.83200882"
"2010-Q4";"NP";"OH0";
"2010-Q4";"NP";"US0";"-385.67958133"
"2010-Q4";"NP";"T6";"11294.9"
"2010-Q4";"NP";"N1";
"2010-Q4";"NP";"OH1";"178.2"
"2010-Q4";"NP";"US1";"11116.7"
"2010-Q4";"NP";"UNP";"0.40816964"
"2010-Q4";"S";"KD";"21984.96137156"
"2010-Q4";"S";"D0";"16219.49563985"
"2010-Q4";"S";"P";"-17609.29763929"
"2010-Q4";"S";"D2";"949.2"
"2010-Q4";"S";"UI";"22415.44318232"
"2010-Q4";"S";"W1";"10.12018868"
"2011-Q1";"NA";"T0";"-2495.91132339"
"2011-Q1";"NA";"T1";"8945.05317706"
"2011-Q1";"NA";"B0";"3699.53192005"
"2011-Q1";"NA";"RE";"2149.52125701"
"2011-Q1";"NA";"K0";"3096"
"2011-Q1";"NA";"T2";"11918.1508844"
"2011-Q1";"NA";"T25";"5196.7508844"
"2011-Q1";"NA";"KFR";"-1103.87668591"
"2011-Q1";"NA";"LFR";"6300.62757031"
"2011-Q1";"NA";"T3";"6721.4"
"2011-Q1";"NA";"A";"4694.4"
"2011-Q1";"NA";"K1";"2027"
"2011-Q1";"NA";"T4";"-26593.33878633"
"2011-Q1";"NA";"T5";"-33013.62556711"
"2011-Q1";"NA";"N0";"4681.95912212"
"2011-Q1";"NA";"T55";"-46694.58328895"
"2011-Q1";"NA";"FGB";"-47055.03966135"
"2011-Q1";"NA";"OH0";"401.5"
"2011-Q1";"NA";"US0";"8597.49859972"
"2011-Q1";"NA";"T6";"6420.28678078"
"2011-Q1";"NA";"N1";"-1.50203895"
"2011-Q1";"NA";"T65";"5841.98881973"
"2011-Q1";"NA";"FGK";"5841.98881973"
"2011-Q1";"NA";"OH1";"17.8"
"2011-Q1";"NA";"US1";"562"
"2011-Q1";"NA";"UNA";"0"
"2011-Q1";"NA";"T7";"3234.22340148"
"2011-Q1";"NA";"G";
"2011-Q1";"NA";"RIWF";"241.09964366"
"2011-Q1";"NA";"S1";"-2.05435572"
"2011-Q1";"NA";"T8";"3008.89662837"
"2011-Q1";"NA";"W0";"3079.50163824"
"2011-Q1";"NA";"BE";"-70.60500987"
"2011-Q1";"NA";"U";"-13.71851482"
"2011-Q1";"NP";"T0";"-490.62760706"
"2011-Q1";"NP";"T1";"16285.80913732"
"2011-Q1";"NP";"B0";"4750.81081072"
"2011-Q1";"NP";"RE";"3899.6233266"
"2011-Q1";"NP";"K0";"7635.375"
"2011-Q1";"NP";"T2";"1911.091"
"2011-Q1";"NP";"T25";"7815.091"
"2011-Q1";"NP";"KFR";"8022.091"
"2011-Q1";"NP";"LFR";"-207"
"2011-Q1";"NP";"T3";"-5904"
"2011-Q1";"NP";"A";"-6792"
"2011-Q1";"NP";"K1";"888"
"2011-Q1";"NP";"T4";"-18687.52774438"
"2011-Q1";"NP";"T5";"-33740.54776699"
"2011-Q1";"NP";"N0";"8196.65125188"
"2011-Q1";"NP";"T55";"-42521.18622072"
"2011-Q1";"NP";"VGB";"-47800.84254556"
"2011-Q1";"NP";"VGK";"5542.59457101"
"2011-Q1";"NP";"OH0";
"2011-Q1";"NP";"US0";"583.98720185"
"2011-Q1";"NP";"T6";"15070.5"
"2011-Q1";"NP";"N1";
"2011-Q1";"NP";"OH1";"171.4"
"2011-Q1";"NP";"US1";"14899.1"
"2011-Q1";"NP";"UNP";"-17.47997739"
"2011-Q1";"S";"KD";"-1984.38371633"
"2011-Q1";"S";"D0";"-7340.75596026"
"2011-Q1";"S";"P";"10007.0598844"
"2011-Q1";"S";"D2";"20.9"
"2011-Q1";"S";"UI";"-7905.81104195"
"2011-Q1";"S";"W1";"3234.22340148"
"2011-Q2";"NA";"T0";"44721.01209742"
"2011-Q2";"NA";"T1";"7587.0730825"
"2011-Q2";"NA";"B0";"4282.85182549"
"2011-Q2";"NA";"RE";"1749.52125701"
"2011-Q2";"NA";"K0";"1554.7"
"2011-Q2";"NA";"T2";"6326.52105195"
"2011-Q2";"NA";"T25";"2147.92105195"
"2011-Q2";"NA";"KFR";"9.93964708"
"2011-Q2";"NA";"LFR";"2137.98140487"
"2011-Q2";"NA";"T3";"4178.6"
"2011-Q2";"NA";"A";"2837.6"
"2011-Q2";"NA";"K1";"1341"
"2011-Q2";"NA";"T4";"28299.04192654"
"2011-Q2";"NA";"T5";"12800.03677061"
"2011-Q2";"NA";"N0";"-4527.40102051"
"2011-Q2";"NA";"T55";"24630.57692262"
"2011-Q2";"NA";"FGB";"23500.86019407"
"2011-Q2";"NA";"OH0";"-400.5"
"2011-Q2";"NA";"US0";"-6902.6391315"
"2011-Q2";"NA";"T6";"15496.90515593"
"2011-Q2";"NA";"N1";"5.89563561"
"2011-Q2";"NA";"T65";"5217.50952033"
"2011-Q2";"NA";"FGK";"5217.50952033"
"2011-Q2";"NA";"OH1";"8.7"
"2011-Q2";"NA";"US1";"10264.8"
"2011-Q2";"NA";"UNA";"2.1"
"2011-Q2";"NA";"T7";"2508.37603643"
"2011-Q2";"NA";"G";
"2011-Q2";"NA";"RIWF";"802.73879428"
"2011-Q2";"NA";"S1";"5.0048387"
"2011-Q2";"NA";"T8";"1679.15794327"
"2011-Q2";"NA";"W0";"1900.52241675"
"2011-Q2";"NA";"BE";"-221.36447348"
"2011-Q2";"NA";"U";"21.47446018"
"2011-Q2";"NP";"T0";"591.07763963"
"2011-Q2";"NP";"T1";"60.60913732"
"2011-Q2";"NP";"B0";"-9968.18918928"
"2011-Q2";"NP";"RE";"2589.0233266"
"2011-Q2";"NP";"K0";"7439.775"
"2011-Q2";"NP";"T2";"1921.221"
"2011-Q2";"NP";"T25";"-704.779"
"2011-Q2";"NP";"KFR";"-804.579"
"2011-Q2";"NP";"LFR";"99.8"
"2011-Q2";"NP";"T3";"2626"
"2011-Q2";"NP";"A";"2847"
"2011-Q2";"NP";"K1";"-221"
"2011-Q2";"NP";"T4";"-1390.75249769"
"2011-Q2";"NP";"T5";"9836.70318732"
"2011-Q2";"NP";"N0";"-8185.34623169"
"2011-Q2";"NP";"T55";"17685.48690972"
"2011-Q2";"NP";"VGB";"8872.88212461"
"2011-Q2";"NP";"VGK";"8026.8963335"
"2011-Q2";"NP";"OH0";
"2011-Q2";"NP";"US0";"336.56250929"
"2011-Q2";"NP";"T6";"-11236.9"
"2011-Q2";"NP";"N1";
"2011-Q2";"NP";"OH1";"-211.7"
"2011-Q2";"NP";"US1";"-11025.2"
"2011-Q2";"NP";"UNP";"9.44431499"
"2011-Q2";"S";"KD";"44404.33445779"
"2011-Q2";"S";"D0";"7526.46394518"
"2011-Q2";"S";"P";"4405.30005195"
"2011-Q2";"S";"D2";"274.4"
"2011-Q2";"S";"UI";"29689.79442423"
"2011-Q2";"S";"W1";"2508.37603643"
"2011-Q3";"NA";"T0";"76322.69100086"
"2011-Q3";"NA";"T1";"2463.44185922"
"2011-Q3";"NA";"B0";"-8134.03688377"
"2011-Q3";"NA";"RE";"2106.87874299"
"2011-Q3";"NA";"K0";"8490.6"
"2011-Q3";"NA";"T2";"-11102.91825109"
"2011-Q3";"NA";"T25";"-10100.01825109"
"2011-Q3";"NA";"KFR";"2614.56447808"
"2011-Q3";"NA";"LFR";"-12714.58272917"
"2011-Q3";"NA";"T3";"-1002.9"
"2011-Q3";"NA";"A";"2914.1"
"2011-Q3";"NA";"K1";"-3917"
"2011-Q3";"NA";"T4";"14190.79594718"
"2011-Q3";"NA";"T5";"19813.40568541"
"2011-Q3";"NA";"N0";"20203.41995211"
"2011-Q3";"NA";"T55";"-560.98434919"
"2011-Q3";"NA";"FGB";"357.93660215"
"2011-Q3";"NA";"OH0";"0.1"
"2011-Q3";"NA";"US0";"170.8700825"
"2011-Q3";"NA";"T6";"-5375.00973823"
"2011-Q3";"NA";"N1";"1.63930459"
"2011-Q3";"NA";"T65";"-4075.94904282"
"2011-Q3";"NA";"FGK";"-4075.94904282"
"2011-Q3";"NA";"OH1";"273.3"
"2011-Q3";"NA";"US1";"-1574"
"2011-Q3";"NA";"UNA";"-247.6"
"2011-Q3";"NA";"T7";"70771.37144554"
"2011-Q3";"NA";"G";
"2011-Q3";"NA";"RIWF";"774.42488673"
"2011-Q3";"NA";"S1";"27.34677737"
"2011-Q3";"NA";"T8";"70021.94273745"
"2011-Q3";"NA";"W0";"44732.56558223"
"2011-Q3";"NA";"BE";"25289.37715522"
"2011-Q3";"NA";"U";"-52.34295601"
"2011-Q3";"NP";"T0";"60080.07800124"
"2011-Q3";"NP";"T1";"-750.83751588"
"2011-Q3";"NP";"B0";"4875.11081072"
"2011-Q3";"NP";"RE";"3826.1766734"
"2011-Q3";"NP";"K0";"-9452.125"
"2011-Q3";"NP";"T2";"-22380.51"
"2011-Q3";"NP";"T25";"-25566.51"
"2011-Q3";"NP";"KFR";"-25702.71"
"2011-Q3";"NP";"LFR";"136.2"
"2011-Q3";"NP";"T3";"3186"
"2011-Q3";"NP";"A";"1499"
"2011-Q3";"NP";"K1";"1687"
"2011-Q3";"NP";"T4";"83211.42551712"
"2011-Q3";"NP";"T5";"84962.82518257"
"2011-Q3";"NP";"N0";"2532.098237"
"2011-Q3";"NP";"T55";"83925.05073585"
"2011-Q3";"NP";"VGB";"73194.31211867"
"2011-Q3";"NP";"VGK";"11373.22762071"
"2011-Q3";"NP";"OH0";
"2011-Q3";"NP";"US0";"-1494.32379028"
"2011-Q3";"NP";"T6";"-1789.9"
"2011-Q3";"NP";"N1";
"2011-Q3";"NP";"OH1";"-23.9"
"2011-Q3";"NP";"US1";"-1766"
"2011-Q3";"NP";"UNP";"38.50033455"
"2011-Q3";"S";"KD";"15352.01299962"
"2011-Q3";"S";"D0";"3214.2793751"
"2011-Q3";"S";"P";"11277.59174891"
"2011-Q3";"S";"D2";"-890.6"
"2011-Q3";"S";"UI";"-69020.62956994"
"2011-Q3";"S";"W1";"70771.37144554"
"2011-Q4";"NA";"T0";"-31637.75608614"
"2011-Q4";"NA";"T1";"20190.6670102"
"2011-Q4";"NA";"B0";"4716.08826722"
"2011-Q4";"NA";"RE";"1906.87874299"
"2011-Q4";"NA";"K0";"13567.7"
"2011-Q4";"NA";"T2";"-14113.60999045"
"2011-Q4";"NA";"T25";"-4484.80999045"
"2011-Q4";"NA";"KFR";"835.23499516"
"2011-Q4";"NA";"LFR";"-5320.04498561"
"2011-Q4";"NA";"T3";"-9628.8"
"2011-Q4";"NA";"A";"-5686.8"
"2011-Q4";"NA";"K1";"-3942"
"2011-Q4";"NA";"T4";"-3828.74254543"
"2011-Q4";"NA";"T5";"3723.38852102"
"2011-Q4";"NA";"N0";"-8604.12656409"
"2011-Q4";"NA";"T55";"19978.1579408"
"2011-Q4";"NA";"FGB";"25531.09652047"
"2011-Q4";"NA";"OH0";"-0.1"
"2011-Q4";"NA";"US0";"-7650.54285569"
"2011-Q4";"NA";"T6";"-7557.13106645"
"2011-Q4";"NA";"N1";"-5.99014203"
"2011-Q4";"NA";"T65";"-3409.24092442"
"2011-Q4";"NA";"FGK";"-3409.24092442"
"2011-Q4";"NA";"OH1";"60"
"2011-Q4";"NA";"US1";"-4201.9"
"2011-Q4";"NA";"UNA";"5"
"2011-Q4";"NA";"T7";"-33886.07056047"
"2011-Q4";"NA";"G";
"2011-Q4";"NA";"RIWF";"164.41438541"
"2011-Q4";"NA";"S1";"-90.14265538"
"2011-Q4";"NA";"T8";"-33857.38847161"
"2011-Q4";"NA";"W0";"-34819.23419929"
"2011-Q4";"NA";"BE";"961.84572768"
"2011-Q4";"NA";"U";"-102.95381888"
"2011-Q4";"NP";"T0";"-1193.44207556"
"2011-Q4";"NP";"T1";"3935.06248412"
"2011-Q4";"NP";"B0";"5019.51081072"
"2011-Q4";"NP";"RE";"-142.9233266"
"2011-Q4";"NP";"K0";"-941.525"
"2011-Q4";"NP";"T2";"-5556.6"
"2011-Q4";"NP";"T25";"-11879.6"
"2011-Q4";"NP";"KFR";"-7706.2"
"2011-Q4";"NP";"LFR";"-4173.4"
"2011-Q4";"NP";"T3";"6323"
"2011-Q4";"NP";"A";"3023"
"2011-Q4";"NP";"K1";"3300"
"2011-Q4";"NP";"T4";"428.09544032"
"2011-Q4";"NP";"T5";"796.45621038"
"2011-Q4";"NP";"N0";"4437.1422869"
"2011-Q4";"NP";"T55";"-3651.28800858"
"2011-Q4";"NP";"VGB";"-13663.01502938"
"2011-Q4";"NP";"VGK";"9389.38909907"
"2011-Q4";"NP";"OH0";
"2011-Q4";"NP";"US0";"10.60193206"
"2011-Q4";"NP";"T6";"-322.9"
"2011-Q4";"NP";"N1";
"2011-Q4";"NP";"OH1";"-305.5"
"2011-Q4";"NP";"US1";"-17.4"
"2011-Q4";"NP";"UNP";"-45.46077006"
"2011-Q4";"S";"KD";"-30340.31401058"
"2011-Q4";"S";"D0";"16255.60452608"
"2011-Q4";"S";"P";"-8557.00999045"
"2011-Q4";"S";"D2";"104"
"2011-Q4";"S";"UI";"-4256.83798575"
"2011-Q4";"S";"W1";"-33886.07056047"
"2012-Q1";"NA";"T0";"29703.02681433"
"2012-Q1";"NA";"T1";"20394.66633225"
"2012-Q1";"NA";"B0";"5255.77220758"
"2012-Q1";"NA";"RE";"4277.39412467"
"2012-Q1";"NA";"K0";"10861.5"
"2012-Q1";"NA";"T2";"-196.87022482"
"2012-Q1";"NA";"T25";"2240.82977518"
"2012-Q1";"NA";"KFR";"-1356.90881211"
"2012-Q1";"NA";"LFR";"3597.73858729"
"2012-Q1";"NA";"T3";"-2437.7"
"2012-Q1";"NA";"A";"306.3"
"2012-Q1";"NA";"K1";"-2744"
"2012-Q1";"NA";"T4";"22300.71686119"
"2012-Q1";"NA";"T5";"17791.367821"
"2012-Q1";"NA";"N0";"166.79098999"
"2012-Q1";"NA";"T55";"11738.42918813"
"2012-Q1";"NA";"FGB";"12359.62582556"
"2012-Q1";"NA";"OH0";"249.6"
"2012-Q1";"NA";"US0";"5636.54764288"
"2012-Q1";"NA";"T6";"4501.84904019"
"2012-Q1";"NA";"N1";"-1.48037409"
"2012-Q1";"NA";"T65";"1771.52941428"
"2012-Q1";"NA";"FGK";"1771.52941428"
"2012-Q1";"NA";"OH1";"15.2"
"2012-Q1";"NA";"US1";"2716.6"
"2012-Q1";"NA";"UNA";"7.5"
"2012-Q1";"NA";"T7";"-12795.4861543"
"2012-Q1";"NA";"G";
"2012-Q1";"NA";"RIWF";"61.6982059"
"2012-Q1";"NA";"S1";"-18.53381297"
"2012-Q1";"NA";"T8";"-12835.75022852"
"2012-Q1";"NA";"W0";"1168.16151863"
"2012-Q1";"NA";"BE";"-14003.91174715"
"2012-Q1";"NA";"U";"-2.9003187"
"2012-Q1";"NP";"T0";"33140.25633476"
"2012-Q1";"NP";"T1";"21316.17135976"
"2012-Q1";"NP";"B0";"4001.47172253"
"2012-Q1";"NP";"RE";"3286.54963723"
"2012-Q1";"NP";"K0";"14028.15"
"2012-Q1";"NP";"T2";"3870.6"
"2012-Q1";"NP";"T25";"-256.4"
"2012-Q1";"NP";"KFR";"-666.3"
"2012-Q1";"NP";"LFR";"409.9"
"2012-Q1";"NP";"T3";"4127"
"2012-Q1";"NP";"A";"2932"
"2012-Q1";"NP";"K1";"1195"
"2012-Q1";"NP";"T4";"7953.484975"
"2012-Q1";"NP";"T5";"3016.22745139"
"2012-Q1";"NP";"N0";"5824.84348077"
"2012-Q1";"NP";"T55";"-2814.94930322"
"2012-Q1";"NP";"VGB";"-13372.70695044"
"2012-Q1";"NP";"VGK";"11675.43697994"
"2012-Q1";"NP";"OH0";
"2012-Q1";"NP";"US0";"6.33327383"
"2012-Q1";"NP";"T6";"5598.3"
"2012-Q1";"NP";"N1";
"2012-Q1";"NP";"OH1";"67.9"
"2012-Q1";"NP";"US1";"5530.4"
"2012-Q1";"NP";"UNP";"-661.04247639"
"2012-Q1";"S";"KD";"-4098.52952043"
"2012-Q1";"S";"D0";"-921.5050275"
"2012-Q1";"S";"P";"-4067.47022482"
"2012-Q1";"S";"D2";"-661.3"
"2012-Q1";"S";"UI";"14347.23188619"
"2012-Q1";"S";"W1";"-12795.4861543"
"2012-Q2";"NA";"T0";"86153.63136551"
"2012-Q2";"NA";"T1";"7054.18653419"
"2012-Q2";"NA";"B0";"6746.09240951"
"2012-Q2";"NA";"RE";"3177.39412468"
"2012-Q2";"NA";"K0";"-2869.3"
"2012-Q2";"NA";"T2";"-9993.91487567"
"2012-Q2";"NA";"T25";"-7967.11487567"
"2012-Q2";"NA";"KFR";"-2441.18314387"
"2012-Q2";"NA";"LFR";"-5525.9317318"
"2012-Q2";"NA";"T3";"-2026.8"
"2012-Q2";"NA";"A";"-436.8"
"2012-Q2";"NA";"K1";"-1590"
"2012-Q2";"NA";"T4";"-32360.2820338"
"2012-Q2";"NA";"T5";"-38716.31128568"
"2012-Q2";"NA";"N0";"-15177.64498531"
"2012-Q2";"NA";"T55";"-22256.72051411"
"2012-Q2";"NA";"FGB";"-19267.08081384"
"2012-Q2";"NA";"OH0";"-250.3"
"2012-Q2";"NA";"US0";"-1031.64578626"
"2012-Q2";"NA";"T6";"6343.82925188"
"2012-Q2";"NA";"N1";"-7.48938347"
"2012-Q2";"NA";"T65";"3707.21863534"
"2012-Q2";"NA";"FGK";"3707.21863534"
"2012-Q2";"NA";"OH1";"33.8"
"2012-Q2";"NA";"US1";"2610.3"
"2012-Q2";"NA";"UNA";"12.2"
"2012-Q2";"NA";"T7";"121453.64174079"
"2012-Q2";"NA";"G";
"2012-Q2";"NA";"RIWF";"-45.92396642"
"2012-Q2";"NA";"S1";"-59.89127815"
"2012-Q2";"NA";"T8";"121456.77185658"
"2012-Q2";"NA";"W0";"29563.84909252"
"2012-Q2";"NA";"BE";"91892.92276406"
"2012-Q2";"NA";"U";"102.68512878"
"2012-Q2";"NP";"T0";"65206.61349655"
"2012-Q2";"NP";"T1";"10826.88051211"
"2012-Q2";"NP";"B0";"10658.18087489"
"2012-Q2";"NP";"RE";"5664.04963722"
"2012-Q2";"NP";"K0";"-5495.35"
"2012-Q2";"NP";"T2";"6149.4"
"2012-Q2";"NP";"T25";"28.4"
"2012-Q2";"NP";"KFR";"100.4"
"2012-Q2";"NP";"LFR";"-72"
"2012-Q2";"NP";"T3";"6121"
"2012-Q2";"NP";"A";"3189"
"2012-Q2";"NP";"K1";"2932"
"2012-Q2";"NP";"T4";"48230.33298444"
"2012-Q2";"NP";"T5";"53034.46414421"
"2012-Q2";"NP";"N0";"9437.45656753"
"2012-Q2";"NP";"T55";"43486.47759185"
"2012-Q2";"NP";"VGB";"26961.34591952"
"2012-Q2";"NP";"VGK";"16362.59735014"
"2012-Q2";"NP";"OH0";
"2012-Q2";"NP";"US0";"110.52998483"
"2012-Q2";"NP";"T6";"-4131.9"
"2012-Q2";"NP";"N1";
"2012-Q2";"NP";"OH1";"48.5"
"2012-Q2";"NP";"US1";"-4180.4"
"2012-Q2";"NP";"UNP";"-672.23115977"
"2012-Q2";"S";"KD";"21075.41786895"
"2012-Q2";"S";"D0";"-3772.69397793"
"2012-Q2";"S";"P";"-16143.31487567"
"2012-Q2";"S";"D2";"128.4"
"2012-Q2";"S";"UI";"-80590.61501824"
"2012-Q2";"S";"W1";"121453.64174079"
"2012-Q3";"NA";"T0";"84805.76519425"
"2012-Q3";"NA";"T1";"10885.54650879"
"2012-Q3";"NA";"B0";"764.69063346"
"2012-Q3";"NA";"RE";"4055.35587532"
"2012-Q3";"NA";"K0";"6065.5"
"2012-Q3";"NA";"T2";"5236.91946552"
"2012-Q3";"NA";"T25";"6751.41946552"
"2012-Q3";"NA";"KFR";"5470.11738908"
"2012-Q3";"NA";"LFR";"1281.30207644"
"2012-Q3";"NA";"T3";"-1514.5"
"2012-Q3";"NA";"A";"-489.5"
"2012-Q3";"NA";"K1";"-1025"
"2012-Q3";"NA";"T4";"7433.90731214"
"2012-Q3";"NA";"T5";"11047.64190746"
"2012-Q3";"NA";"N0";"435.70130633"
"2012-Q3";"NA";"T55";"12951.31733874"
"2012-Q3";"NA";"FGB";"16731.91195743"
"2012-Q3";"NA";"OH0";"0.5"
"2012-Q3";"NA";"US0";"-2339.8767376"
"2012-Q3";"NA";"T6";"-3613.73459533"
"2012-Q3";"NA";"N1";"1.95408466"
"2012-Q3";"NA";"T65";"2841.71132002"
"2012-Q3";"NA";"FGK";"2841.71132002"
"2012-Q3";"NA";"OH1";"-0.4"
"2012-Q3";"NA";"US1";"-6457"
"2012-Q3";"NA";"UNA";"0"
"2012-Q3";"NA";"T7";"61249.3919078"
"2012-Q3";"NA";"G";
"2012-Q3";"NA";"RIWF";"-183.30388544"
"2012-Q3";"NA";"S1";"41.35782797"
"2012-Q3";"NA";"T8";"61454.46214074"
"2012-Q3";"NA";"W0";"83011.30195813"
"2012-Q3";"NA";"BE";"-21556.83981738"
"2012-Q3";"NA";"U";"-63.12417547"
"2012-Q3";"NP";"T0";"62813.46181081"
"2012-Q3";"NP";"T1";"623.01360022"
"2012-Q3";"NP";"B0";"-10008.98676256"
"2012-Q3";"NP";"RE";"3608.45036278"
"2012-Q3";"NP";"K0";"7023.55"
"2012-Q3";"NP";"T2";"2915"
"2012-Q3";"NP";"T25";"-1371"
"2012-Q3";"NP";"KFR";"-2396.6"
"2012-Q3";"NP";"LFR";"1025.6"
"2012-Q3";"NP";"T3";"4286"
"2012-Q3";"NP";"A";"4034"
"2012-Q3";"NP";"K1";"252"
"2012-Q3";"NP";"T4";"59275.44821059"
"2012-Q3";"NP";"T5";"55705.0897383"
"2012-Q3";"NP";"N0";"6666.19848323"
"2012-Q3";"NP";"T55";"48897.84829459"
"2012-Q3";"NP";"VGB";"25665.2725164"
"2012-Q3";"NP";"VGK";"23403.82062961"
"2012-Q3";"NP";"OH0";
"2012-Q3";"NP";"US0";"141.04296049"
"2012-Q3";"NP";"T6";"3934"
"2012-Q3";"NP";"N1";
"2012-Q3";"NP";"OH1";"-382.4"
"2012-Q3";"NP";"US1";"4316.4"
"2012-Q3";"NP";"UNP";"-363.64152771"
"2012-Q3";"S";"KD";"21406.90338344"
"2012-Q3";"S";"D0";"10262.53290857"
"2012-Q3";"S";"P";"2321.91946552"
"2012-Q3";"S";"D2";"-585.4"
"2012-Q3";"S";"UI";"-51841.54089846"
"2012-Q3";"S";"W1";"61249.3919078"
"2012-Q4";"NA";"T0";"983.52347446"
"2012-Q4";"NA";"T1";"12393.02377628"
"2012-Q4";"NA";"B0";"19881.56790096"
"2012-Q4";"NA";"RE";"4755.35587532"
"2012-Q4";"NA";"K0";"-12243.9"
"2012-Q4";"NA";"T2";"455.91733086"
"2012-Q4";"NA";"T25";"-6009.38266914"
"2012-Q4";"NA";"KFR";"-396.08383022"
"2012-Q4";"NA";"LFR";"-5613.29883892"
"2012-Q4";"NA";"T3";"6465.3"
